n,clave,huella,empresa,fuente,token,id_externo,titulo,ubicacion,url,publicada,descubierta,cerrada,prefiltro,motivo,tipo_rol,puntaje,desglose,banderas,estado,notificada
1671,lever:yuno:66d4b886-1812-4253-844f-21439b68ccfa,yuno:sitereliabilityengineer,Yuno,lever,yuno,66d4b886-1812-4253-844f-21439b68ccfa,Site Reliability Engineer,Europe / Amsterdam / Belgium / Bratislava / France / Germany / Global / Greece / Ireland / Italy / Poland / Portugal / Prague / Sweden,https://jobs.lever.co/yuno/66d4b886-1812-4253-844f-21439b68ccfa,2026-08-10T02:31:07.443000+00:00,2026-09-21T16:33:41-05:00,,si,"remoto sin pais, confirmar elegibilidad",desarrollo,0,"stack 0.0 (bruto 0) | seniority 6 (sin_marca, desarrollo) | contexto 0",KNOCKOUT: stack 0.0 bajo el piso de 2.0,nueva,
1672,lever:yuno:f40d9385-09af-4210-bf0c-aab79d8fb36d,yuno:srkeyaccountmanager,Yuno,lever,yuno,f40d9385-09af-4210-bf0c-aab79d8fb36d,Sr Key Account Manager,Colombia / Mexico,https://jobs.lever.co/yuno/f40d9385-09af-4210-bf0c-aab79d8fb36d,2026-05-28T00:00:35.633000+00:00,2026-09-21T16:33:41-05:00,2026-09-22,no,titulo fuera de perfil,desarrollo,,,,nueva,
1673,lever:yuno:73111f9b-95c9-46f6-a1eb-0e8f2c0196c9,yuno:staffaiengineerpaymentsintelligence,Yuno,lever,yuno,73111f9b-95c9-46f6-a1eb-0e8f2c0196c9,"Staff AI Engineer, Payments Intelligence",Europe / Netherlands / London / Lithuania / Poland / Portugal / Prague / Spain / Sweden / Turkey,https://jobs.lever.co/yuno/73111f9b-95c9-46f6-a1eb-0e8f2c0196c9,2026-09-01T05:52:06.894000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1674,lever:yuno:9d5a970d-16b7-4eb7-a32a-5ac696d18762,yuno:staffengineerclientexperience,Yuno,lever,yuno,9d5a970d-16b7-4eb7-a32a-5ac696d18762,Staff Engineer - Client Experience,Europe / Netherlands / London / Lithuania / Poland / Portugal / Prague / Spain / Sweden / Turkey,https://jobs.lever.co/yuno/9d5a970d-16b7-4eb7-a32a-5ac696d18762,2026-08-10T02:08:05.167000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1675,lever:yuno:f26bce6d-c46f-4c4b-9397-341cebe80986,yuno:staffengineermoneyriskpaymentancillaries,Yuno,lever,yuno,f26bce6d-c46f-4c4b-9397-341cebe80986,"Staff Engineer - Money, Risk & Payment Ancillaries",Europe / London / Lithuania / Poland / Portugal / Prague / Spain / Sweden / Turkey / Germany / Global,https://jobs.lever.co/yuno/f26bce6d-c46f-4c4b-9397-341cebe80986,2026-09-01T05:44:03.367000+00:00,2026-09-21T16:33:41-05:00,,si,"remoto sin pais, confirmar elegibilidad",desarrollo,0,"stack 0.0 (bruto 0) | seniority 0 (top, desarrollo) | contexto 0",KNOCKOUT: stack 0.0 bajo el piso de 2.0 || KNOCKOUT: seniority 'top' fuera de alcance en rol de desarrollo,nueva,
1676,lever:yuno:2386ccb9-9b79-402a-8763-d6a41581bd2d,yuno:staffengineertrustvault,Yuno,lever,yuno,2386ccb9-9b79-402a-8763-d6a41581bd2d,Staff Engineer - Trust & Vault,Europe / London / Lithuania / Poland / Portugal / Prague / Spain / Sweden / Turkey / Germany / Global,https://jobs.lever.co/yuno/2386ccb9-9b79-402a-8763-d6a41581bd2d,2026-09-01T05:36:25.409000+00:00,2026-09-21T16:33:41-05:00,,si,"remoto sin pais, confirmar elegibilidad",desarrollo,0,"stack 0.0 (bruto 0) | seniority 0 (top, desarrollo) | contexto 0",KNOCKOUT: stack 0.0 bajo el piso de 2.0 || KNOCKOUT: seniority 'top' fuera de alcance en rol de desarrollo,nueva,
1677,lever:yuno:0a1e498f-b0af-4955-bf94-e23b48faec00,yuno:staffengineerdataplatform,Yuno,lever,yuno,0a1e498f-b0af-4955-bf94-e23b48faec00,Staff Engineer — Data Platform,London / Amsterdam / Europe / Belgium / France / Germany / Sweden / Spain / Portugal / Italy / Mexico,https://jobs.lever.co/yuno/0a1e498f-b0af-4955-bf94-e23b48faec00,2026-04-24T23:42:52.026000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1678,lever:yuno:b638c2de-cb8b-4e69-992f-8b0e7295479c,yuno:staffincidentmanager,Yuno,lever,yuno,b638c2de-cb8b-4e69-992f-8b0e7295479c,Staff Incident Manager,United States / Europe / Spain / Amsterdam / Belgium / Germany / Italy / APAC / EMEA / France / Japan / Netherlands / Shanghai / Beijing / Global,https://jobs.lever.co/yuno/b638c2de-cb8b-4e69-992f-8b0e7295479c,2026-07-07T19:23:23.843000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1679,lever:yuno:7f25515f-dad5-4918-909b-cbd5349f2090,yuno:talentpoolcomejointheteam,Yuno,lever,yuno,7f25515f-dad5-4918-909b-cbd5349f2090,Talent Pool – Come join the team!,Global,https://jobs.lever.co/yuno/7f25515f-dad5-4918-909b-cbd5349f2090,2024-06-06T20:10:02.559000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1680,lever:yuno:fcbb37f9-c40c-4433-9fa5-e71215fea550,yuno:technicalaccountmanager,Yuno,lever,yuno,fcbb37f9-c40c-4433-9fa5-e71215fea550,Technical Account Manager,Colombia / Argentina / Chile / Mexico,https://jobs.lever.co/yuno/fcbb37f9-c40c-4433-9fa5-e71215fea550,2026-07-15T00:46:21.571000+00:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 4.8 (bruto 12) | seniority 0 (lead, desarrollo) | contexto 10",KNOCKOUT: seniority 'lead' fuera de alcance en rol de desarrollo || BRECHA: piden 3+ anos de experiencia || RIESGO: exigen ingles alto,nueva,
1681,lever:yuno:d8ba76db-1c82-4254-9119-70c2d4d41b7d,yuno:technicalsupport,Yuno,lever,yuno,d8ba76db-1c82-4254-9119-70c2d4d41b7d,Technical Support,Colombia,https://jobs.lever.co/yuno/d8ba76db-1c82-4254-9119-70c2d4d41b7d,2026-09-17T16:21:29.290000+00:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,desarrollo,0,"stack 0.0 (bruto 0) | seniority 6 (sin_marca, desarrollo) | contexto 0",KNOCKOUT: stack 0.0 bajo el piso de 2.0,nueva,
1682,lever:yuno:3557a8e4-395e-4f61-8f93-da31737c5450,yuno:technicalsupportanalyst,Yuno,lever,yuno,3557a8e4-395e-4f61-8f93-da31737c5450,Technical Support Analyst,Hyderabad,https://jobs.lever.co/yuno/3557a8e4-395e-4f61-8f93-da31737c5450,2026-07-09T12:01:30.184000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1683,lever:yuno:9a3b8655-edfe-4678-b6e1-3de940cf8270,yuno:technicalsupportanalystapac,Yuno,lever,yuno,9a3b8655-edfe-4678-b6e1-3de940cf8270,Technical Support Analyst - APAC,Beijing / Hong Kong / Shanghai / Shenzhen,https://jobs.lever.co/yuno/9a3b8655-edfe-4678-b6e1-3de940cf8270,2026-09-17T08:47:14.912000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1684,lever:toptal:a9653cf8-e956-4cfc-8c27-3f27cb7307da,toptal:accountexecutive,Toptal,lever,toptal,a9653cf8-e956-4cfc-8c27-3f27cb7307da,Account Executive,"Canada, Central America, South America",https://jobs.lever.co/toptal/a9653cf8-e956-4cfc-8c27-3f27cb7307da,2026-09-10T08:07:52.366000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1685,lever:toptal:565c69dd-fb6b-4752-84a1-0f3c9da3975d,toptal:accountexecutiveusbased,Toptal,lever,toptal,565c69dd-fb6b-4752-84a1-0f3c9da3975d,Account Executive - US-Based,United States,https://jobs.lever.co/toptal/565c69dd-fb6b-4752-84a1-0f3c9da3975d,2026-09-10T08:24:22.366000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1686,lever:toptal:02143500-11da-42a2-97f0-aa84e9b5449b,toptal:ceoaiservicesusbased,Toptal,lever,toptal,02143500-11da-42a2-97f0-aa84e9b5449b,"CEO, AI Services - US-Based",United States,https://jobs.lever.co/toptal/02143500-11da-42a2-97f0-aa84e9b5449b,2025-11-01T19:45:27.616000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1687,lever:toptal:08cc2f67-7c10-442b-85cb-323d6855a0fa,toptal:chieftechnologyofficer,Toptal,lever,toptal,08cc2f67-7c10-442b-85cb-323d6855a0fa,Chief Technology Officer,"Canada, Europe, Central America, South America",https://jobs.lever.co/toptal/08cc2f67-7c10-442b-85cb-323d6855a0fa,2026-09-14T20:02:47.876000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1688,lever:toptal:42bc9758-5d92-4ec6-84c1-a4b6c02848fe,toptal:chieftechnologyofficerusbased,Toptal,lever,toptal,42bc9758-5d92-4ec6-84c1-a4b6c02848fe,Chief Technology Officer - US-Based,United States,https://jobs.lever.co/toptal/42bc9758-5d92-4ec6-84c1-a4b6c02848fe,2026-09-14T20:06:08.707000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1689,lever:toptal:dcf45cae-016d-4f3c-a88d-6ec822af39fe,toptal:clientadvisor,Toptal,lever,toptal,dcf45cae-016d-4f3c-a88d-6ec822af39fe,Client Advisor,"Canada, Central America, South America",https://jobs.lever.co/toptal/dcf45cae-016d-4f3c-a88d-6ec822af39fe,2026-09-16T16:27:14.902000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1690,lever:toptal:b6dae24d-bea6-413d-8623-924670f43bd1,toptal:clientadvisorusbased,Toptal,lever,toptal,b6dae24d-bea6-413d-8623-924670f43bd1,Client Advisor - US-Based,United States,https://jobs.lever.co/toptal/b6dae24d-bea6-413d-8623-924670f43bd1,2026-09-16T16:28:10.010000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1691,lever:toptal:14cdeac3-9087-4216-b223-0a7b293a7a22,toptal:enterprisesalesdevelopmentrepresentative,Toptal,lever,toptal,14cdeac3-9087-4216-b223-0a7b293a7a22,Enterprise Sales Development Representative,Canada,https://jobs.lever.co/toptal/14cdeac3-9087-4216-b223-0a7b293a7a22,2026-02-20T23:24:17.329000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1692,lever:toptal:bdc963ca-1705-4e55-8872-0c15d23831d8,toptal:enterprisesalesdevelopmentrepresentativeusbased,Toptal,lever,toptal,bdc963ca-1705-4e55-8872-0c15d23831d8,Enterprise Sales Development Representative - US-Based,United States,https://jobs.lever.co/toptal/bdc963ca-1705-4e55-8872-0c15d23831d8,2019-04-12T16:21:40.250000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1693,lever:toptal:b1f7d516-6584-4b85-9b56-5acc7042cf36,toptal:enterprisesalesexecutiveaisolutions,Toptal,lever,toptal,b1f7d516-6584-4b85-9b56-5acc7042cf36,"Enterprise Sales Executive, AI Solutions","Central America, South America, Canada, Europe, United Kingdom, Eastern Europe",https://jobs.lever.co/toptal/b1f7d516-6584-4b85-9b56-5acc7042cf36,2026-09-21T20:20:28.437000+00:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,automatizacion,4.2,"stack 2.4 (bruto 6) | seniority 10 (sin_marca, automatizacion) | contexto 0",BRECHA: piden 7+ anos de experiencia,nueva,
1694,lever:toptal:65a0cf2b-90e9-4347-b166-54b5b15a43f4,toptal:enterprisesalesexecutiveaisolutionsusbased,Toptal,lever,toptal,65a0cf2b-90e9-4347-b166-54b5b15a43f4,"Enterprise Sales Executive, AI Solutions - US-Based",United States,https://jobs.lever.co/toptal/65a0cf2b-90e9-4347-b166-54b5b15a43f4,2026-09-21T20:21:12.156000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1695,lever:toptal:ebe1c98d-9034-44cf-a58a-b863e8df86d8,toptal:enterprisesalesexecutivebankingfinancialservicesandinsuranceusbased,Toptal,lever,toptal,ebe1c98d-9034-44cf-a58a-b863e8df86d8,"Enterprise Sales Executive, Banking, Financial Services and Insurance - US-Based",United States,https://jobs.lever.co/toptal/ebe1c98d-9034-44cf-a58a-b863e8df86d8,2026-08-11T13:14:49.059000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1696,lever:toptal:e88c4220-926f-45f0-ac13-f0f688179ab7,toptal:enterprisesalesexecutiveconsumerproductsandservices,Toptal,lever,toptal,e88c4220-926f-45f0-ac13-f0f688179ab7,"Enterprise Sales Executive, Consumer Products and Services",Canada,https://jobs.lever.co/toptal/e88c4220-926f-45f0-ac13-f0f688179ab7,2026-08-31T13:14:18.523000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1697,lever:toptal:91dc7c35-aa0e-4388-888e-a1a3d5c042c8,toptal:enterprisesalesexecutiveconsumerproductsandservicesusbased,Toptal,lever,toptal,91dc7c35-aa0e-4388-888e-a1a3d5c042c8,"Enterprise Sales Executive, Consumer Products and Services - US-Based",United States,https://jobs.lever.co/toptal/91dc7c35-aa0e-4388-888e-a1a3d5c042c8,2022-07-22T19:10:40.636000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1698,lever:toptal:7ae2c9ad-5290-4286-8686-eacb032a8cbd,toptal:enterprisesalesexecutivehealthcareandlifesciencesusbased,Toptal,lever,toptal,7ae2c9ad-5290-4286-8686-eacb032a8cbd,"Enterprise Sales Executive, Healthcare and Life Sciences - US-Based",United States,https://jobs.lever.co/toptal/7ae2c9ad-5290-4286-8686-eacb032a8cbd,2026-08-13T18:43:54.625000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1699,lever:toptal:992b12b2-9b96-44e3-a8ff-048544d71342,toptal:managementconsultingmatcher,Toptal,lever,toptal,992b12b2-9b96-44e3-a8ff-048544d71342,Management Consulting Matcher,"South America, Central America",https://jobs.lever.co/toptal/992b12b2-9b96-44e3-a8ff-048544d71342,2023-05-08T18:41:32.146000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1700,lever:toptal:9fe51c0c-d406-4aaf-9808-3aa1471f9ff6,toptal:matchingoperationscoordinator,Toptal,lever,toptal,9fe51c0c-d406-4aaf-9808-3aa1471f9ff6,Matching Operations Coordinator,"South America, Central America / Eastern Europe",https://jobs.lever.co/toptal/9fe51c0c-d406-4aaf-9808-3aa1471f9ff6,2021-06-29T07:03:32.833000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1701,lever:toptal:a51c0eda-24de-4e43-af64-8d2151257321,toptal:salesdevelopmentrepresentativestaffing,Toptal,lever,toptal,a51c0eda-24de-4e43-af64-8d2151257321,"Sales Development Representative, Staffing",Canada,https://jobs.lever.co/toptal/a51c0eda-24de-4e43-af64-8d2151257321,2026-09-16T20:12:36.553000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1702,lever:toptal:e7107c0a-6157-4ad9-a71b-bb87e4904893,toptal:salesdevelopmentrepresentativestaffingusbased,Toptal,lever,toptal,e7107c0a-6157-4ad9-a71b-bb87e4904893,"Sales Development Representative, Staffing - US-Based",United States,https://jobs.lever.co/toptal/e7107c0a-6157-4ad9-a71b-bb87e4904893,2026-09-16T20:17:21.133000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1703,lever:toptal:f5e54b89-563e-4260-b2bf-7553d4b5ebde,toptal:seniorcreativeoperationsmanager,Toptal,lever,toptal,f5e54b89-563e-4260-b2bf-7553d4b5ebde,Senior Creative Operations Manager,Canada,https://jobs.lever.co/toptal/f5e54b89-563e-4260-b2bf-7553d4b5ebde,2025-07-01T18:38:30.204000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1704,lever:toptal:ad4be83f-7cf6-451d-ba0f-9030421a5bd6,toptal:seniorcreativeoperationsmanagerusbased,Toptal,lever,toptal,ad4be83f-7cf6-451d-ba0f-9030421a5bd6,Senior Creative Operations Manager - US-Based,United States,https://jobs.lever.co/toptal/ad4be83f-7cf6-451d-ba0f-9030421a5bd6,2026-09-14T15:29:26.455000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,automatizacion,,,,nueva,
1705,lever:toptal:a857f8e0-1429-4386-8b03-edc67e9498c3,toptal:seniormanagersolutionspartnershipsmarketingservices,Toptal,lever,toptal,a857f8e0-1429-4386-8b03-edc67e9498c3,"Senior Manager, Solutions & Partnerships, Marketing Services","Canada, Europe, South America, UK",https://jobs.lever.co/toptal/a857f8e0-1429-4386-8b03-edc67e9498c3,2026-08-31T20:51:07.672000+00:00,2026-09-21T16:33:41-05:00,,si,ubicacion compatible,automatizacion,0,"stack 0.0 (bruto 0) | seniority 4 (lead, automatizacion) | contexto 4",KNOCKOUT: stack 0.0 bajo el piso de 2.0 || BRECHA: titulo 'lead' en rol de automatizacion || BRECHA: piden 8+ anos de experiencia,nueva,
1706,lever:toptal:173c0036-1637-4207-8343-df7c7a51b4f0,toptal:seniormanagersolutionspartnershipsmarketingservicesusbased,Toptal,lever,toptal,173c0036-1637-4207-8343-df7c7a51b4f0,"Senior Manager, Solutions & Partnerships, Marketing Services - US-Based",United States,https://jobs.lever.co/toptal/173c0036-1637-4207-8343-df7c7a51b4f0,2026-08-31T20:52:00.086000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,automatizacion,,,,nueva,
1707,lever:toptal:c2881430-4798-48b9-9ce0-4dd96f20f33d,toptal:seniormarketingbusinessanalyst,Toptal,lever,toptal,c2881430-4798-48b9-9ce0-4dd96f20f33d,Senior Marketing Business Analyst,"Canada, Central America, South America",https://jobs.lever.co/toptal/c2881430-4798-48b9-9ce0-4dd96f20f33d,2026-07-03T19:02:11.598000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1708,lever:toptal:1443ab31-b461-4de8-bb68-2e820dc9cf7a,toptal:seniorproductmanager,Toptal,lever,toptal,1443ab31-b461-4de8-bb68-2e820dc9cf7a,Senior Product Manager,Europe and Canada,https://jobs.lever.co/toptal/1443ab31-b461-4de8-bb68-2e820dc9cf7a,2021-10-13T13:47:45.768000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1709,lever:toptal:6063a86f-3ae3-41a3-a504-37cd7e183ded,toptal:seniorproductmanagerusbased,Toptal,lever,toptal,6063a86f-3ae3-41a3-a504-37cd7e183ded,Senior Product Manager - US-Based,United States,https://jobs.lever.co/toptal/6063a86f-3ae3-41a3-a504-37cd7e183ded,2023-08-01T20:01:38.031000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1710,lever:toptal:31ac2812-d120-4242-8688-df914ab1346d,toptal:svpproduct,Toptal,lever,toptal,31ac2812-d120-4242-8688-df914ab1346d,"SVP, Product",Europe and Canada,https://jobs.lever.co/toptal/31ac2812-d120-4242-8688-df914ab1346d,2026-09-14T20:38:03.179000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1711,lever:toptal:c9e20a7d-6559-4c72-bdfa-2922cda350a6,toptal:svpproductusbased,Toptal,lever,toptal,c9e20a7d-6559-4c72-bdfa-2922cda350a6,"SVP, Product - US-Based",United States,https://jobs.lever.co/toptal/c9e20a7d-6559-4c72-bdfa-2922cda350a6,2026-09-14T20:38:44.694000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1712,lever:toptal:b186774f-2f0e-4508-bdfc-1e06b4ecd259,toptal:vpaiservices,Toptal,lever,toptal,b186774f-2f0e-4508-bdfc-1e06b4ecd259,"VP, AI Services",Canada,https://jobs.lever.co/toptal/b186774f-2f0e-4508-bdfc-1e06b4ecd259,2026-06-15T09:05:21.718000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1713,lever:toptal:bcffcabc-df98-408a-976e-b16cb02631f2,toptal:vpaiservicesusbased,Toptal,lever,toptal,bcffcabc-df98-408a-976e-b16cb02631f2,"VP, AI Services - US-Based",North America,https://jobs.lever.co/toptal/bcffcabc-df98-408a-976e-b16cb02631f2,2026-06-15T11:50:32.410000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1714,lever:dlocal:9a30f231-9e7d-42bf-afab-59ede687eb41,dlocal:accountmanager,dLocal,lever,dlocal,9a30f231-9e7d-42bf-afab-59ede687eb41,Account Manager,Buenos Aires / Montevideo / Sao Paulo (Hybrid),https://jobs.lever.co/dlocal/9a30f231-9e7d-42bf-afab-59ede687eb41,2026-08-24T20:03:35.520000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1715,lever:dlocal:6f9ffd88-b477-4c85-8a7c-5b0890dd143c,dlocal:accountmanagerapac,dLocal,lever,dlocal,6f9ffd88-b477-4c85-8a7c-5b0890dd143c,Account Manager - APAC,Singapore,https://jobs.lever.co/dlocal/6f9ffd88-b477-4c85-8a7c-5b0890dd143c,2023-08-10T02:44:03.114000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1716,lever:dlocal:4a8b6ed4-063a-46c4-a624-d406a7b6f932,dlocal:accountmanagerchina,dLocal,lever,dlocal,4a8b6ed4-063a-46c4-a624-d406a7b6f932,Account Manager China,Shanghai / Shenzhen,https://jobs.lever.co/dlocal/4a8b6ed4-063a-46c4-a624-d406a7b6f932,2024-04-12T05:28:03.020000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1717,lever:dlocal:0c37935a-9665-4734-8dbf-fdf0dfd56c1b,dlocal:businesscontinuityassociate,dLocal,lever,dlocal,0c37935a-9665-4734-8dbf-fdf0dfd56c1b,Business Continuity Associate,Montevideo (Hybrid) / Buenos Aires,https://jobs.lever.co/dlocal/0c37935a-9665-4734-8dbf-fdf0dfd56c1b,2026-08-04T17:35:23.642000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1718,lever:dlocal:1a248e82-53ed-4aed-8ccd-686577a0128d,dlocal:businesscontinuityassociateapac,dLocal,lever,dlocal,1a248e82-53ed-4aed-8ccd-686577a0128d,Business Continuity Associate APAC,Kuala Lumpur,https://jobs.lever.co/dlocal/1a248e82-53ed-4aed-8ccd-686577a0128d,2025-09-23T08:13:34.848000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1719,lever:dlocal:2c74e2a9-5cd8-4a20-9574-26734267df53,dlocal:businesscontinuityspecialist,dLocal,lever,dlocal,2c74e2a9-5cd8-4a20-9574-26734267df53,Business Continuity Specialist,Nairobi,https://jobs.lever.co/dlocal/2c74e2a9-5cd8-4a20-9574-26734267df53,2026-09-02T13:37:03.229000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1720,lever:dlocal:d3aa9436-a537-4ca7-bfe0-6636a53e2cfd,dlocal:businessdevelopmentmanagerapac,dLocal,lever,dlocal,d3aa9436-a537-4ca7-bfe0-6636a53e2cfd,Business Development Manager - APAC,Singapore,https://jobs.lever.co/dlocal/d3aa9436-a537-4ca7-bfe0-6636a53e2cfd,2022-08-18T05:53:21.185000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1721,lever:dlocal:eb2f90a4-95ef-42eb-af11-a14e9efeb530,dlocal:businessdevelopmentmanagerchina,dLocal,lever,dlocal,eb2f90a4-95ef-42eb-af11-a14e9efeb530,Business Development Manager - China,Shanghai / Shenzhen,https://jobs.lever.co/dlocal/eb2f90a4-95ef-42eb-af11-a14e9efeb530,2025-06-16T02:19:06.432000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1722,lever:dlocal:49dc9d7c-b1ae-4d08-b66f-41022570c878,dlocal:cloudnetworkedgesecurityengineer,dLocal,lever,dlocal,49dc9d7c-b1ae-4d08-b66f-41022570c878,Cloud  Network & Edge Security Engineer,Madrid / Barcelona,https://jobs.lever.co/dlocal/49dc9d7c-b1ae-4d08-b66f-41022570c878,2026-07-31T08:11:03.566000+00:00,2026-09-21T16:33:41-05:00,,no,ubicacion fuera de Colombia/LATAM/remoto global,desarrollo,,,,nueva,
1723,lever:dlocal:1244cc72-c553-40ce-ac1a-afc2a5bb4dc3,dlocal:cloudarchitect,dLocal,lever,dlocal,1244cc72-c553-40ce-ac1a-afc2a5bb4dc3,Cloud Architect,Buenos Aires / Sao Paulo / Montevideo / Barcelona / Madrid,https://jobs.lever.co/dlocal/1244cc72-c553-40ce-ac1a-afc2a5bb4dc3,2022-12-05T16:29:00.509000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1724,lever:dlocal:d07ce97d-2b9e-4d7c-a841-8f88d0ddb1d9,dlocal:cloudarchitect,dLocal,lever,dlocal,d07ce97d-2b9e-4d7c-a841-8f88d0ddb1d9,Cloud Architect,Barcelona / Sao Paulo / Montevideo / Madrid / Buenos Aires / Spain / Argentina,https://jobs.lever.co/dlocal/d07ce97d-2b9e-4d7c-a841-8f88d0ddb1d9,2026-07-31T08:42:21.320000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1725,lever:dlocal:24778718-9d98-490d-a37b-64dcc8e96edf,dlocal:commercialtalentpool,dLocal,lever,dlocal,24778718-9d98-490d-a37b-64dcc8e96edf,Commercial Talent Pool,Montevideo (Hybrid) / Madrid / Shanghai / Cape Town,https://jobs.lever.co/dlocal/24778718-9d98-490d-a37b-64dcc8e96edf,2026-05-20T18:13:13.815000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
1726,lever:dlocal:de60c99a-0d30-4029-81ee-be6f0d7a78aa,dlocal:complianceofficermlrocameroon,dLocal,lever,dlocal,de60c99a-0d30-4029-81ee-be6f0d7a78aa,Compliance Officer / MLRO - Cameroon,Yaoundé,https://jobs.lever.co/dlocal/de60c99a-0d30-4029-81ee-be6f0d7a78aa,2026-06-11T20:00:48.524000+00:00,2026-09-21T16:33:41-05:00,,no,titulo fuera de perfil,desarrollo,,,,nueva,
